date,CCAA,confirmed,deceased,hospitalized,intensive_care
2020-08-07,Ceuta,168,5,16,4
2020-08-07,Galicia,10248,619,2915,322
2020-08-07,Valenciana,16426,1466,6236,763
2020-08-07,Extremadura,3821,515,1373,117
2020-08-07,Madrid,86390,8784,40791,3191
2020-08-07,Melilla,157,2,48,3
2020-08-07,Murcia,3168,148,791,127
2020-08-07,Navarra,13425,716,3761,316
2020-08-07,País Vasco,19451,1569,5571,363
2020-08-07,La Rioja,4209,369,1053,77
2020-08-08,Andalucía,17952,1456,6617,806
2020-08-08,Aragón,18093,1007,3582,397
2020-08-08,Asturias,2686,339,1126,130
2020-08-08,Baleares,3767,231,1204,176
2020-08-08,Canarias,2891,168,1084,197
2020-08-08,Cantabria,2724,213,409,51
2020-08-08,Castilla La Mancha,21482,3003,10741,605
2020-08-08,Castilla y León,22775,2859,7995,550
2020-08-08,Cataluña,84486,6643,20329,1666
2020-08-08,Ceuta,169,5,16,4
2020-08-08,Galicia,10329,619,2916,322
2020-08-08,Valenciana,16708,1467,6265,764
2020-08-08,Extremadura,3835,515,1374,117
2020-08-08,Madrid,86935,8792,40855,3198
2020-08-08,Melilla,157,2,48,3
2020-08-08,Murcia,3247,148,799,127
2020-08-08,Navarra,13555,716,3763,316
2020-08-08,País Vasco,19794,1571,5588,364
2020-08-08,La Rioja,4219,369,1053,77
2020-08-09,Andalucía,18206,1456,6632,810
2020-08-09,Aragón,18415,1012,3611,399
2020-08-09,Asturias,2702,339,1126,130
2020-08-09,Baleares,3864,231,1206,176
2020-08-09,Canarias,2938,168,1087,197
2020-08-09,Cantabria,2753,213,410,51
2020-08-09,Castilla La Mancha,21557,3003,10748,606
2020-08-09,Castilla y León,22998,2860,8000,550
2020-08-09,Cataluña,84865,6650,20352,1668
2020-08-09,Ceuta,169,5,16,4
2020-08-09,Galicia,10404,621,2921,322
2020-08-09,Valenciana,16882,1468,6286,765
2020-08-09,Extremadura,3843,515,1375,117
2020-08-09,Madrid,87288,8794,40934,3207
2020-08-09,Melilla,162,2,49,3
2020-08-09,Murcia,3288,148,806,128
2020-08-09,Navarra,13714,716,3773,316
2020-08-09,País Vasco,20159,1572,5599,364
2020-08-09,La Rioja,4232,369,1056,77
2020-08-10,Andalucía,18461,1456,6654,812
2020-08-10,Aragón,18878,1022,3646,400
2020-08-10,Asturias,2716,339,1128,130
2020-08-10,Baleares,4105,231,1214,176
2020-08-10,Canarias,3026,168,1091,197
2020-08-10,Cantabria,2766,214,412,51
2020-08-10,Castilla La Mancha,21670,3005,10760,607
2020-08-10,Castilla y León,23139,2860,8011,550
2020-08-10,Cataluña,85871,6659,20397,1673
2020-08-10,Ceuta,170,5,17,4
2020-08-10,Galicia,10489,621,2933,322
2020-08-10,Valenciana,17176,1469,6321,766
2020-08-10,Extremadura,3855,515,1375,117
2020-08-10,Madrid,88052,8801,41038,3213
2020-08-10,Melilla,174,2,49,3
2020-08-10,Murcia,3330,148,808,129
2020-08-10,Navarra,13783,717,3781,318
2020-08-10,País Vasco,20452,1573,5624,365
2020-08-10,La Rioja,4263,369,1056,77
2020-08-11,Andalucía,18917,1457,6678,816
2020-08-11,Aragón,19199,1034,3680,401
2020-08-11,Asturias,2737,339,1129,130
2020-08-11,Baleares,4314,231,1221,177
2020-08-11,Canarias,3091,168,1097,197
2020-08-11,Cantabria,2831,215,414,51
2020-08-11,Castilla La Mancha,21827,3006,10769,607
2020-08-11,Castilla y León,23311,2861,8023,550
2020-08-11,Cataluña,87018,6666,20427,1678
2020-08-11,Ceuta,170,5,17,4
2020-08-11,Galicia,10609,621,2937,323
2020-08-11,Valenciana,17524,1469,6346,768
2020-08-11,Extremadura,3894,516,1378,117
2020-08-11,Madrid,90351,8804,41166,3222
2020-08-11,Melilla,180,2,49,3
2020-08-11,Murcia,3455,149,814,129
2020-08-11,Navarra,13995,718,3789,319
2020-08-11,País Vasco,20855,1575,5648,365
2020-08-11,La Rioja,4297,369,1056,77
2020-08-12,Andalucía,19468,1458,6698,819
2020-08-12,Aragón,19631,1046,3730,403
2020-08-12,Asturias,2764,339,1129,130
2020-08-12,Baleares,4553,231,1230,177
2020-08-12,Canarias,3193,168,1105,198
2020-08-12,Cantabria,2876,215,417,51
2020-08-12,Castilla La Mancha,21997,3007,10784,610
2020-08-12,Castilla y León,23544,2862,8033,551
2020-08-12,Cataluña,88152,6672,20457,1681
2020-08-12,Ceuta,171,5,17,4
2020-08-12,Galicia,10731,621,2948,323
2020-08-12,Valenciana,17964,1470,6379,771
2020-08-12,Extremadura,3953,516,1381,118
2020-08-12,Madrid,92375,8811,41296,3231
2020-08-12,Melilla,182,2,49,3
2020-08-12,Murcia,3578,149,820,131
2020-08-12,Navarra,14136,719,3792,320
2020-08-12,País Vasco,21425,1576,5681,367
2020-08-12,La Rioja,4338,369,1058,77
2020-08-13,Andalucía,20054,1458,6738,820
2020-08-13,Aragón,20121,1052,3773,407
2020-08-13,Asturias,2786,339,1129,130
2020-08-13,Baleares,4898,231,1235,178
2020-08-13,Canarias,3301,168,1111,198
2020-08-13,Cantabria,2937,215,422,51
2020-08-13,Castilla La Mancha,22232,3007,10789,610
2020-08-13,Castilla y León,23795,2862,8044,554
2020-08-13,Cataluña,89291,6680,20482,1681
2020-08-13,Ceuta,173,5,18,4
2020-08-13,Galicia,10875,622,2953,325
2020-08-13,Valenciana,18431,1472,6410,773
2020-08-13,Extremadura,4023,516,1387,118
2020-08-13,Madrid,94636,8819,41408,3244
2020-08-13,Melilla,188,2,49,3
2020-08-13,Murcia,3732,149,831,133
2020-08-13,Navarra,14334,720,3806,321
2020-08-13,País Vasco,21933,1576,5716,372
2020-08-13,La Rioja,4391,369,1058,77
2020-08-14,Andalucía,20733,1458,6760,823
2020-08-14,Aragón,20694,1063,3813,411
2020-08-14,Asturias,2819,339,1130,130
2020-08-14,Baleares,5220,231,1246,182
2020-08-14,Canarias,3443,169,1120,199
2020-08-14,Cantabria,3011,215,429,51
2020-08-14,Castilla La Mancha,22475,3007,10804,613
2020-08-14,Castilla y León,24103,2865,8061,555
2020-08-14,Cataluña,90587,6689,20519,1684
2020-08-14,Ceuta,177,5,18,4
2020-08-14,Galicia,11020,622,2964,325
2020-08-14,Valenciana,18951,1474,6449,776
2020-08-14,Extremadura,4072,516,1389,119
2020-08-14,Madrid,97716,8828,41569,3256
2020-08-14,Melilla,192,2,49,3
2020-08-14,Murcia,3880,149,846,134
2020-08-14,Navarra,14514,720,3809,321
2020-08-14,País Vasco,22475,1578,5740,374
2020-08-14,La Rioja,4471,369,1059,77
2020-08-15,Andalucía,21313,1462,6784,826
2020-08-15,Aragón,21159,1067,3844,413
2020-08-15,Asturias,2842,339,1130,130
2020-08-15,Baleares,5398,231,1256,185
2020-08-15,Canarias,3605,169,1128,201
2020-08-15,Cantabria,3071,215,431,51
2020-08-15,Castilla La Mancha,22672,3007,10813,613
2020-08-15,Castilla y León,24326,2865,8073,556
2020-08-15,Cataluña,91174,6696,20546,1685
2020-08-15,Ceuta,180,5,18,4
2020-08-15,Galicia,11170,624,2973,329
2020-08-15,Valenciana,19318,1474,6476,777
2020-08-15,Extremadura,4088,517,1391,119
2020-08-15,Madrid,98523,8835,41685,3266
2020-08-15,Melilla,200,2,49,3
2020-08-15,Murcia,4020,151,859,134
2020-08-15,Navarra,14713,720,3816,322
2020-08-15,País Vasco,23096,1579,5764,376
2020-08-15,La Rioja,4529,369,1061,77
2020-08-16,Andalucía,21698,1464,6816,830
2020-08-16,Aragón,21511,1072,3865,416
2020-08-16,Asturias,2860,339,1131,130
2020-08-16,Baleares,5575,232,1264,186
2020-08-16,Canarias,3682,170,1135,202
2020-08-16,Cantabria,3119,215,433,52
2020-08-16,Castilla La Mancha,22782,3009,10826,614
2020-08-16,Castilla y León,24505,2865,8095,558
2020-08-16,Cataluña,91615,6700,20564,1686
2020-08-16,Ceuta,185,5,18,4
2020-08-16,Galicia,11296,624,2985,330
2020-08-16,Valenciana,19511,1474,6506,779
2020-08-16,Extremadura,4121,517,1393,119
2020-08-16,Madrid,99029,8843,41818,3272
2020-08-16,Melilla,205,2,49,3
2020-08-16,Murcia,4100,151,871,137
2020-08-16,Navarra,14826,720,3820,324
2020-08-16,País Vasco,23511,1579,5780,377
2020-08-16,La Rioja,4567,369,1062,77
2020-08-17,Andalucía,22234,1467,6855,832
2020-08-17,Aragón,21875,1080,3899,418
2020-08-17,Asturias,2879,339,1132,130
2020-08-17,Baleares,5920,234,1276,190
2020-08-17,Canarias,3784,170,1151,204
2020-08-17,Cantabria,3138,215,437,53
2020-08-17,Castilla La Mancha,22960,3009,10847,616
2020-08-17,Castilla y León,24734,2866,8113,559
2020-08-17,Cataluña,92641,6706,20593,1688
2020-08-17,Ceuta,194,5,18,4
2020-08-17,Galicia,11409,624,2999,331
2020-08-17,Valenciana,19826,1477,6548,780
2020-08-17,Extremadura,4168,517,1398,119
2020-08-17,Madrid,100205,8849,41968,3283
2020-08-17,Melilla,205,2,52,3
2020-08-17,Murcia,4198,151,882,139
2020-08-17,Navarra,14897,720,3827,325
2020-08-17,País Vasco,23814,1580,5812,381
2020-08-17,La Rioja,4625,370,1065,77
2020-08-18,Andalucía,22878,1469,6885,837
2020-08-18,Aragón,22329,1098,3937,419
2020-08-18,Asturias,2909,339,1133,130
2020-08-18,Baleares,6283,236,1285,192
2020-08-18,Canarias,3933,170,1169,207
2020-08-18,Cantabria,3191,215,442,53
2020-08-18,Castilla La Mancha,23185,3011,10864,619
2020-08-18,Castilla y León,25036,2866,8131,559
2020-08-18,Cataluña,93998,6715,20641,1694
2020-08-18,Ceuta,197,5,18,4
2020-08-18,Galicia,11578,624,3008,332
2020-08-18,Valenciana,20328,1478,6573,787
2020-08-18,Extremadura,4239,517,1400,119
2020-08-18,Madrid,103574,8859,42150,3302
2020-08-18,Melilla,205,2,53,3
2020-08-18,Murcia,4304,152,895,139
2020-08-18,Navarra,15055,720,3838,325
2020-08-18,País Vasco,24346,1581,5845,383
2020-08-18,La Rioja,4689,370,1068,78
2020-08-19,Andalucía,23615,1472,6925,840
2020-08-19,Aragón,22673,1112,3969,422
2020-08-19,Asturias,2932,339,1133,130
2020-08-19,Baleares,6659,238,1299,194
2020-08-19,Canarias,4121,170,1182,208
2020-08-19,Cantabria,3240,216,445,54
2020-08-19,Castilla La Mancha,23498,3011,10878,620
2020-08-19,Castilla y León,25449,2868,8152,561
2020-08-19,Cataluña,95255,6723,20677,1698
2020-08-19,Ceuta,204,5,19,4
2020-08-19,Galicia,11776,625,3025,333
2020-08-19,Valenciana,20891,1481,6616,789
2020-08-19,Extremadura,4333,518,1405,119
2020-08-19,Madrid,106740,8867,42363,3323
2020-08-19,Melilla,221,2,53,3
2020-08-19,Murcia,4434,152,910,139
2020-08-19,Navarra,15228,720,3846,325
2020-08-19,País Vasco,24944,1585,5881,384
2020-08-19,La Rioja,4747,370,1072,79
2020-08-20,Andalucía,24357,1473,6962,843
2020-08-20,Aragón,23048,1119,4012,423
2020-08-20,Asturias,2972,339,1133,130
2020-08-20,Baleares,7006,239,1311,196
2020-08-20,Canarias,4313,172,1196,211
2020-08-20,Cantabria,3316,216,452,54
2020-08-20,Castilla La Mancha,23902,3012,10896,621
2020-08-20,Castilla y León,25945,2869,8176,562
2020-08-20,Cataluña,96596,6735,20705,1702
2020-08-20,Ceuta,210,5,20,4
2020-08-20,Galicia,12054,626,3042,333
2020-08-20,Valenciana,21453,1482,6644,791
2020-08-20,Extremadura,4391,518,1407,120
2020-08-20,Madrid,109729,8878,42548,3339
2020-08-20,Melilla,226,2,53,3
2020-08-20,Murcia,4615,153,925,141
2020-08-20,Navarra,15397,720,3858,328
2020-08-20,País Vasco,25665,1588,5924,387
2020-08-20,La Rioja,4815,370,1079,80
2020-08-21,Andalucía,25113,1475,6999,846
2020-08-21,Aragón,23324,1132,4053,426
2020-08-21,Asturias,3003,339,1134,130
2020-08-21,Baleares,7329,239,1321,198
2020-08-21,Canarias,4637,172,1207,212
2020-08-21,Cantabria,3408,216,457,54
2020-08-21,Castilla La Mancha,24318,3013,10923,622
2020-08-21,Castilla y León,26272,2869,8200,565
2020-08-21,Cataluña,98050,6741,20741,1703
2020-08-21,Ceuta,213,5,20,4
2020-08-21,Galicia,12294,629,3059,335
2020-08-21,Valenciana,22142,1486,6680,793
2020-08-21,Extremadura,4482,519,1410,121
2020-08-21,Madrid,114048,8887,42744,3360
2020-08-21,Melilla,230,2,53,3
2020-08-21,Murcia,4909,153,944,143
2020-08-21,Navarra,15625,720,3861,328
2020-08-21,País Vasco,26268,1592,5961,392
2020-08-21,La Rioja,4870,371,1082,80
2020-08-22,Andalucía,25826,1477,7025,848
2020-08-22,Aragón,23726,1141,4085,428
2020-08-22,Asturias,3029,339,1134,130
2020-08-22,Baleares,7556,239,1337,199
2020-08-22,Canarias,4877,172,1222,216
2020-08-22,Cantabria,3482,216,458,54
2020-08-22,Castilla La Mancha,24669,3015,10946,624
2020-08-22,Castilla y León,26474,2873,8221,567
2020-08-22,Cataluña,98615,6748,20770,1705
2020-08-22,Ceuta,221,5,20,4
2020-08-22,Galicia,12516,631,3071,337
2020-08-22,Valenciana,22766,1489,6726,794
2020-08-22,Extremadura,4579,520,1413,121
2020-08-22,Madrid,115200,8897,42917,3372
2020-08-22,Melilla,238,2,54,3
2020-08-22,Murcia,5173,153,968,147
2020-08-22,Navarra,15777,721,3867,328
2020-08-22,País Vasco,26945,1597,5993,393
2020-08-22,La Rioja,4934,371,1089,80
2020-08-23,Andalucía,26520,1482,7069,850
2020-08-23,Aragón,23923,1153,4104,432
2020-08-23,Asturias,3048,340,1138,130
2020-08-23,Baleares,7760,241,1349,202
2020-08-23,Canarias,4994,173,1240,217
2020-08-23,Cantabria,3519,216,460,54
2020-08-23,Castilla La Mancha,24864,3016,10964,626
2020-08-23,Castilla y León,26711,2874,8239,567
2020-08-23,Cataluña,99079,6756,20794,1711
2020-08-23,Ceuta,224,5,20,4
2020-08-23,Galicia,12721,632,3081,338
2020-08-23,Valenciana,23038,1492,6757,799
2020-08-23,Extremadura,4639,520,1418,121
2020-08-23,Madrid,115913,8913,43092,3388
2020-08-23,Melilla,263,2,55,3
2020-08-23,Murcia,5358,153,986,149
2020-08-23,Navarra,15912,721,3877,330
2020-08-23,País Vasco,27403,1601,6017,397
2020-08-23,La Rioja,5008,371,1097,80
2020-08-24,Andalucía,27125,1488,7121,856
2020-08-24,Aragón,24090,1155,4140,436
2020-08-24,Asturias,3098,340,1139,130
2020-08-24,Baleares,8023,245,1370,209
2020-08-24,Canarias,5216,173,1257,219
2020-08-24,Cantabria,3570,216,467,55
2020-08-24,Castilla La Mancha,25124,3018,10987,627
2020-08-24,Castilla y León,27072,2877,8274,569
2020-08-24,Cataluña,100259,6773,20838,1714
2020-08-24,Ceuta,233,5,20,4
2020-08-24,Galicia,12900,632,3098,340
2020-08-24,Valenciana,23533,1495,6791,804
2020-08-24,Extremadura,4703,520,1423,122
2020-08-24,Madrid,117284,8926,43333,3409
2020-08-24,Melilla,275,2,55,3
2020-08-24,Murcia,5513,154,1005,151
2020-08-24,Navarra,16056,721,3883,330
2020-08-24,País Vasco,27822,1607,6057,403
2020-08-24,La Rioja,5063,372,1100,80
2020-08-25,Andalucía,27958,1489,7182,862
2020-08-25,Aragón,24375,1163,4180,438
2020-08-25,Asturias,3144,340,1141,130
2020-08-25,Baleares,8328,245,1395,210
2020-08-25,Canarias,5528,174,1277,223
2020-08-25,Cantabria,3653,216,473,55
2020-08-25,Castilla La Mancha,25519,3021,11014,635
2020-08-25,Castilla y León,27602,2881,8307,572
2020-08-25,Cataluña,101680,6779,20861,1717
2020-08-25,Ceuta,245,5,20,4
2020-08-25,Galicia,13229,632,3117,342
2020-08-25,Valenciana,24051,1496,6830,807
2020-08-25,Extremadura,4795,520,1426,123
2020-08-25,Madrid,121262,8941,43593,3427
2020-08-25,Melilla,288,2,56,4
2020-08-25,Murcia,5820,155,1030,155
2020-08-25,Navarra,16231,721,3892,333
2020-08-25,País Vasco,28442,1612,6089,404
2020-08-25,La Rioja,5156,372,1102,80
2020-08-26,Andalucía,28963,1494,7237,867
2020-08-26,Aragón,24650,1165,4205,439
2020-08-26,Asturias,3181,340,1144,130
2020-08-26,Baleares,8682,247,1403,214
2020-08-26,Canarias,5866,176,1302,227
2020-08-26,Cantabria,3743,216,481,55
2020-08-26,Castilla La Mancha,25976,3023,11041,637
2020-08-26,Castilla y León,27979,2885,8342,573
2020-08-26,Cataluña,103191,6787,20889,1719
2020-08-26,Ceuta,250,5,20,4
2020-08-26,Galicia,13482,633,3131,342
2020-08-26,Valenciana,24737,1500,6871,814
2020-08-26,Extremadura,4879,520,1432,124
2020-08-26,Madrid,124675,8954,43829,3441
2020-08-26,Melilla,296,2,56,4
2020-08-26,Murcia,6088,155,1040,156
2020-08-26,Navarra,16560,721,3902,333
2020-08-26,País Vasco,29206,1622,6133,409
2020-08-26,La Rioja,5245,372,1110,80
2020-08-27,Andalucía,30014,1498,7291,872
2020-08-27,Aragón,24834,1175,4254,440
2020-08-27,Asturias,3217,340,1148,130
2020-08-27,Baleares,8935,248,1426,219
2020-08-27,Canarias,6179,177,1320,230
2020-08-27,Cantabria,3836,216,484,55
2020-08-27,Castilla La Mancha,26540,3023,11074,640
2020-08-27,Castilla y León,28559,2889,8382,574
2020-08-27,Cataluña,104555,6797,20930,1723
2020-08-27,Ceuta,254,5,20,4
2020-08-27,Galicia,13759,633,3150,342
2020-08-27,Valenciana,25445,1503,6909,818
2020-08-27,Extremadura,4953,520,1436,125
2020-08-27,Madrid,128078,8969,44058,3465
2020-08-27,Melilla,305,2,58,4
2020-08-27,Murcia,6414,156,1064,158
2020-08-27,Navarra,16818,721,3913,333
2020-08-27,País Vasco,29987,1624,6182,412
2020-08-27,La Rioja,5323,372,1117,83
2020-08-28,Andalucía,31086,1503,7356,878
2020-08-28,Aragón,25119,1178,4291,442
2020-08-28,Asturias,3262,340,1154,130
2020-08-28,Baleares,9237,252,1445,222
2020-08-28,Canarias,6452,178,1339,230
2020-08-28,Cantabria,3960,216,487,55
2020-08-28,Castilla La Mancha,27073,3025,11120,644
2020-08-28,Castilla y León,29054,2897,8420,578
2020-08-28,Cataluña,105919,6808,20972,1727
2020-08-28,Ceuta,268,6,24,4
2020-08-28,Galicia,14098,636,3175,345
2020-08-28,Valenciana,26288,1507,6959,821
2020-08-28,Extremadura,5063,520,1439,125
2020-08-28,Madrid,132641,8996,44308,3491
2020-08-28,Melilla,319,2,58,4
2020-08-28,Murcia,6775,156,1095,163
2020-08-28,Navarra,17080,721,3927,336
2020-08-28,País Vasco,30886,1632,6232,415
2020-08-28,La Rioja,5419,372,1130,84
2020-08-29,Andalucía,31996,1508,7406,882
2020-08-29,Aragón,25372,1180,4314,443
2020-08-29,Asturias,3293,340,1155,131
2020-08-29,Baleares,9512,253,1464,229
2020-08-29,Canarias,6787,179,1363,233
2020-08-29,Cantabria,4073,218,493,55
2020-08-29,Castilla La Mancha,27510,3026,11148,646
2020-08-29,Castilla y León,29553,2902,8454,579
2020-08-29,Cataluña,106464,6815,21000,1730
2020-08-29,Ceuta,272,6,25,4
2020-08-29,Galicia,14389,639,3198,348
2020-08-29,Valenciana,27001,1512,6998,826
2020-08-29,Extremadura,5137,521,1442,126
2020-08-29,Madrid,133723,9007,44524,3509
2020-08-29,Melilla,338,2,58,4
2020-08-29,Murcia,7033,156,1128,169
2020-08-29,Navarra,17301,722,3941,338
2020-08-29,País Vasco,31566,1638,6261,418
2020-08-29,La Rioja,5579,374,1142,84
2020-08-30,Andalucía,32771,1514,7456,890
2020-08-30,Aragón,25551,1186,4337,445
2020-08-30,Asturias,3320,340,1160,132
2020-08-30,Baleares,9631,261,1480,232
2020-08-30,Canarias,7089,179,1386,235
2020-08-30,Cantabria,4140,218,499,55
2020-08-30,Castilla La Mancha,27793,3030,11177,646
2020-08-30,Castilla y León,29873,2906,8469,586
2020-08-30,Cataluña,106934,6825,21015,1732
2020-08-30,Ceuta,280,6,25,4
2020-08-30,Galicia,14654,641,3217,349
2020-08-30,Valenciana,27346,1516,7025,830
2020-08-30,Extremadura,5253,521,1450,127
2020-08-30,Madrid,134645,9018,44694,3525
2020-08-30,Melilla,347,2,61,4
2020-08-30,Murcia,7317,156,1150,169
2020-08-30,Navarra,17491,722,3955,338
2020-08-30,País Vasco,31990,1641,6280,418
2020-08-30,La Rioja,5678,374,1150,85
2020-08-31,Andalucía,33681,1521,7531,898
2020-08-31,Aragón,25782,1193,4366,448
2020-08-31,Asturias,3349,340,1164,132
2020-08-31,Baleares,9889,263,1496,234
2020-08-31,Canarias,7325,179,1401,239
2020-08-31,Cantabria,4202,219,503,57
2020-08-31,Castilla La Mancha,28145,3032,11209,653
2020-08-31,Castilla y León,30127,2914,8498,589
2020-08-31,Cataluña,108080,6833,21054,1735
2020-08-31,Ceuta,294,6,25,4
2020-08-31,Galicia,14838,643,3243,351
2020-08-31,Valenciana,27805,1519,7084,835
2020-08-31,Extremadura,5357,521,1455,127
2020-08-31,Madrid,136104,9039,44907,3541
2020-08-31,Melilla,358,2,61,4
2020-08-31,Murcia,7577,156,1190,173
2020-08-31,Navarra,17679,723,3962,338
2020-08-31,País Vasco,32459,1645,6330,421
2020-08-31,La Rioja,5719,375,1156,86
2020-09-01,Andalucía,34673,1527,7609,905
2020-09-01,Aragón,26026,1203,4395,451
2020-09-01,Asturias,3388,340,1166,134
2020-09-01,Baleares,10153,266,1510,236
2020-09-01,Canarias,7590,181,1420,243
2020-09-01,Cantabria,4316,219,515,57
2020-09-01,Castilla La Mancha,28678,3035,11245,658
2020-09-01,Castilla y León,30469,2915,8534,592
2020-09-01,Cataluña,109458,6845,21096,1740
2020-09-01,Ceuta,303,6,25,4
2020-09-01,Galicia,15090,644,3270,351
2020-09-01,Valenciana,28386,1524,7132,844
2020-09-01,Extremadura,5461,523,1458,128
2020-09-01,Madrid,140297,9050,45147,3559
2020-09-01,Melilla,381,2,62,5
2020-09-01,Murcia,7892,157,1212,174
2020-09-01,Navarra,17862,724,3976,339
2020-09-01,País Vasco,33049,1654,6388,424
2020-09-01,La Rioja,5811,376,1165,87
2020-09-02,Andalucía,35795,1538,7694,915
2020-09-02,Aragón,26256,1211,4424,452
2020-09-02,Asturias,3451,340,1168,134
2020-09-02,Baleares,10397,270,1531,239
2020-09-02,Canarias,7927,184,1452,247
2020-09-02,Cantabria,4418,220,521,57
2020-09-02,Castilla La Mancha,29388,3035,11285,660
2020-09-02,Castilla y León,30880,2918,8553,595
2020-09-02,Cataluña,110633,6853,21132,1743
2020-09-02,Ceuta,307,6,26,4
2020-09-02,Galicia,15373,649,3300,355
2020-09-02,Valenciana,29151,1529,7176,853
2020-09-02,Extremadura,5593,523,1464,128
2020-09-02,Madrid,144137,9074,45423,3572
2020-09-02,Melilla,398,2,63,5
2020-09-02,Murcia,8336,157,1241,180
2020-09-02,Navarra,18032,724,3991,341
2020-09-02,País Vasco,33670,1661,6445,430
2020-09-02,La Rioja,5871,376,1174,89
2020-09-03,Andalucía,36856,1545,7764,929
2020-09-03,Aragón,26607,1216,4448,453
2020-09-03,Asturias,3503,341,1175,134
2020-09-03,Baleares,10628,271,1555,242
2020-09-03,Canarias,8304,185,1476,255
2020-09-03,Cantabria,4564,220,527,57
2020-09-03,Castilla La Mancha,30013,3037,11327,664
2020-09-03,Castilla y León,31451,2921,8581,599
2020-09-03,Cataluña,111896,6866,21169,1745
2020-09-03,Ceuta,312,6,27,4
2020-09-03,Galicia,15633,652,3332,356
2020-09-03,Valenciana,29778,1534,7223,859
2020-09-03,Extremadura,5775,524,1468,130
2020-09-03,Madrid,147903,9102,45690,3593
2020-09-03,Melilla,420,3,63,6
2020-09-03,Murcia,8738,159,1283,184
2020-09-03,Navarra,18272,724,4016,344
2020-09-03,País Vasco,34396,1669,6491,436
2020-09-03,La Rioja,5960,377,1180,90
2020-09-04,Andalucía,38293,1555,7853,939
2020-09-04,Aragón,26862,1219,4482,453
2020-09-04,Asturias,3570,342,1180,134
2020-09-04,Baleares,10815,271,1575,244
2020-09-04,Canarias,8688,186,1493,260
2020-09-04,Cantabria,4683,221,533,59
2020-09-04,Castilla La Mancha,30791,3040,11369,669
2020-09-04,Castilla y León,31985,2926,8619,600
2020-09-04,Cataluña,113386,6878,21215,1748
2020-09-04,Ceuta,324,6,27,5
2020-09-04,Galicia,15872,655,3360,358
2020-09-04,Valenciana,30481,1540,7275,865
2020-09-04,Extremadura,5935,525,1473,131
2020-09-04,Madrid,153154,9130,45952,3616
2020-09-04,Melilla,445,3,65,6
2020-09-04,Murcia,9156,160,1311,188
2020-09-04,Navarra,18545,727,4031,346
2020-09-04,País Vasco,35175,1676,6535,440
2020-09-04,La Rioja,6055,377,1188,91
2020-09-05,Andalucía,39312,1566,7931,945
2020-09-05,Aragón,27271,1221,4504,454
2020-09-05,Asturias,3621,342,1185,136
2020-09-05,Baleares,10951,272,1592,244
2020-09-05,Canarias,8979,189,1513,263
2020-09-05,Cantabria,4799,221,539,61
2020-09-05,Castilla La Mancha,31371,3047,11396,669
2020-09-05,Castilla y León,32548,2931,8653,602
2020-09-05,Cataluña,113983,6887,21249,1748
2020-09-05,Ceuta,333,6,27,5
2020-09-05,Galicia,16135,658,3376,358
2020-09-05,Valenciana,31013,1546,7315,872
2020-09-05,Extremadura,6072,525,1481,131
2020-09-05,Madrid,154876,9141,46174,3634
2020-09-05,Melilla,457,3,65,6
2020-09-05,Murcia,9559,160,1341,193
2020-09-05,Navarra,18882,727,4042,346
2020-09-05,País Vasco,35803,1686,6575,443
2020-09-05,La Rioja,6141,379,1197,91
2020-09-06,Andalucía,40109,1576,7995,948
2020-09-06,Aragón,27490,1224,4530,456
2020-09-06,Asturias,3676,342,1191,137
2020-09-06,Baleares,11042,272,1604,247
2020-09-06,Canarias,9162,191,1529,266
2020-09-06,Cantabria,4859,221,543,63
2020-09-06,Castilla La Mancha,31684,3048,11443,672
2020-09-06,Castilla y León,33096,2936,8692,606
2020-09-06,Cataluña,114395,6895,21281,1750
2020-09-06,Ceuta,344,6,27,5
2020-09-06,Galicia,16346,660,3390,361
2020-09-06,Valenciana,31353,1551,7346,876
2020-09-06,Extremadura,6194,526,1486,131
2020-09-06,Madrid,155958,9157,46343,3655
2020-09-06,Melilla,470,3,70,6
2020-09-06,Murcia,9856,163,1365,200
2020-09-06,Navarra,19032,728,4058,346
2020-09-06,País Vasco,36324,1692,6604,448
2020-09-06,La Rioja,6215,380,1203,93
2020-09-07,Andalucía,40848,1581,8090,953
2020-09-07,Aragón,27698,1232,4566,458
2020-09-07,Asturias,3690,343,1194,137
2020-09-07,Baleares,11212,273,1620,248
2020-09-07,Canarias,9350,193,1554,273
2020-09-07,Cantabria,4939,222,549,63
2020-09-07,Castilla La Mancha,32163,3053,11489,676
2020-09-07,Castilla y León,33463,2941,8727,609
2020-09-07,Cataluña,115428,6904,21321,1755
2020-09-07,Ceuta,345,7,27,5
2020-09-07,Galicia,16572,662,3406,365
2020-09-07,Valenciana,31774,1556,7408,880
2020-09-07,Extremadura,6294,527,1500,131
2020-09-07,Madrid,157904,9182,46581,3679
2020-09-07,Melilla,481,3,70,6
2020-09-07,Murcia,10123,164,1393,203
2020-09-07,Navarra,19325,728,4078,348
2020-09-07,País Vasco,36739,1700,6638,454
2020-09-07,La Rioja,6311,382,1214,94
2020-09-08,Andalucía,41822,1588,8177,963
2020-09-08,Aragón,27975,1244,4601,459
2020-09-08,Asturias,3754,343,1198,138
2020-09-08,Baleares,11383,277,1635,249
2020-09-08,Canarias,9562,196,1576,280
2020-09-08,Cantabria,5048,222,550,63
2020-09-08,Castilla La Mancha,32761,3055,11537,677
